date,press,category,headline,url,text
2019/07/31,국민일보,사회,"교회서 자던 4살 여아 때려 숨지게 한 여중생, ‘심신미약’ 인정됐지만 항소",http://news.kmib.co.kr/article/view.asp?arcid=0013556552&code=61121111&cp=kd,잠을 방해했다는 이유로 함께 자고 있던 4살 여자아이를 때려 숨지게 한 여중생이 1심 판결에 불복해 항소했다. 1심 재판에서 ‘충동조절장애’를 이유로 심신미약 상태를 인정받았음에도 판결을 수용하지 못한 것이다.31일 인천지법에 따르면 4살 여아 B양을 때려 숨지게 한 혐의(상해치사)로 구속 기소돼 최근 1심 선고 공판에서 실형을 선고받은 A양(16)이 전날 변호인을 통해 법원에 항소장을 제출했다. 검찰도 29일 A양의 1심 판결을 수용할 수 없다며 항소했다.인천지법 형사12부(송현경 부장판사)는 지난 25일 선고 공판에서 A양에게 장기 징역 3년~단기 징역 2년을 선고했다. 재판부는 “피고인을 상대로 정신감정을 한 결과 지능이 전체적으로 낮고 충동조절장애가 있는 것으로 진단됐다”며 “피고인이 범행 당시 이런 장애로 인해 심신미약 상태였다”고 판단했다.소년법에 따르면 범행을 저지른 만 19세 미만 미성년자에게는 장기와 단기로 나눠 형기의 상·하한을 둔 부정기형을 선고할 수 있다. 상해치사죄로 기소되면 성인의 경우 3년 이상의 유기징역을 선고받는다. 하지만 소년범에게는 장기 징역 10년~단기 징역 5년을 초과해 선고할 수 없도록 돼있다.A양은 지난 2월 8일 오전 5시30분쯤 인천의 한 교회 내 유아방에서 함께 잠을 자던 B양을 폭행해 숨지게 한 혐의로 구속 기소됐다. A양은 B양과 함께 자고 있었으나 B양이 자신의 잠을 방해했다는 이유만으로 화를 내며 B양을 일으켜 세우고 벽에 수차례 밀치는 등의 폭행을 한 것으로 조사됐다.폭행을 당한 B양은 같은 날 오전 11시쯤 신고를 받고 출동한 119구급대에 의해 인근 종합병원으로 옮겨졌다. 그러나 폭행 과정에서 머리 등을 다쳐 혼수상태에 빠졌고 결국 저산소성 뇌 손상 등으로 인해 한달여만에 사망했다.정진영 기자 young@kmib.co.kr
2019/07/31,세계일보,경제,"[속보] NSC ""日 수출규제 철회 않으면 모든 조치 포함해 단호히 대응""",http://www.segye.com/content/html/2019/07/31/20190731509032.html,"[속보] NSC ""日 수출규제 철회 않으면 모든 조치 포함해 단호히 대응""[ⓒ 세계일보 & Segye.com, 무단전재 및 재배포 금지]"
2019/07/31,한겨레,"정치,사회","[단독] 한국당, ‘박근혜 변호인’ 이상철 변호사 인권위 상임위원 추천",http://www.hani.co.kr/arti/society/society_general/903989.html,"국가인권위원회(인권위) 야당 몫 신임 상임위원에 국정농단 사건에서 박근혜 전 대통령의 변호를 맡았던 이상철(61) 변호사가 추천된 것으로 확인됐다.31일 인권위와 자유한국당 등의 말을 종합하면, 2016년 3월 당시 여당이던 새누리당 추천으로 임명됐던 정상환 위원의 3년 임기가 만료하면서 자유한국당이 이 변호사를 정 위원의 후임자로 추천했다. 인권위 상임위원은 대통령 추천 1명, 국회(여야 각 1명) 추천 등 모두 3명으로 구성된다.상임위원은 차관급으로 인권위에서 상주한다는 점에서, 전원회의 때만 참석하는 비상임위원(7명)과 다르다. 상임위원은 매주 열리는 상임위원회에 위원장과 함께 참석해 전원위원회에서 심의·의결할 안건 등을 논의해 정한다. 또한 위원회 안에 구성된 차별·침해구제·장애·아동 등 소위원장을 맡는다.야당 몫 인권위 상임위원은 자유한국당이 추천하면 새달 1일 국회 본회의를 거쳐 국회가 청와대에 추천하고, 청와대가 인사검증 등을 한 뒤 대통령이 최종 임명하게 된다. 인권위 관계자는 “이 변호사의 경우 이미 세월호특위에서 한 번 인사검증을 거쳤기 때문에 보통 3∼4주 걸리는 검증이 단축될 가능성이 있다”며 “상임위원이 인권위 안에서 차지하는 역할이 막중하기 때문에 높은 인권 감수성과 전문성, 현재에 머물지 않는 미래 지향성, 인권위 독립성 등에 대한 확고한 신념을 가져야 한다”고 설명했다.이 변호사는 1982년 제24회 사법시험(연수원 14기)에 합격한 뒤 대구지방법원 판사, 서울중앙지법 부장판사와 서울북부지법 수석부장판사 등을 거쳤다. 2010년 법복을 벗고 현재까지 변호사로 활동하고 있다. 이 변호사는 보수성향 변호사들이 만든 ‘한반도 인권과 통일을 위한 변호사 모임(한변)’ 회원으로 활동하면서 2016년부터 한변 공익소송지원센터장을 맡기도 했다. 한변은 북한인권법 제정을 위한 서명운동, 화요집회 등 북한인권 개선을 위한 활동을 해왔다. 이 변호사는 특히 2017년 4월 최순실씨와 공모해 삼성 등 대기업에서 뇌물을 받은 혐의 등으로 박근혜 전 대통령이 검찰에 구속기소되면서 박 전 대통령의 변호인단 7명 가운데 한 명으로 활동했다. 이 변호사는 2017년 5월23일 박 전 대통령의 1심 첫 재판에서 재판부가 “매주 4회가량 재판을 진행하겠다”고 하자 “전직 대통령 이전에 고령의 연약한 여자”라며 “주 4회 재판은 불가능하다”고 항변했다. 이 변호사는 앞서 2014년 12월 대법원 추천 몫으로 세월호 특별조사위원회 비상임위원에 선출돼 활동하기도 했다. 사회적참사특별조사위원회 관계자는 “회의에 자주 나왔지만 소극적인 편이었다”며 “보수적인 입장을 유지하면서 세월호 진상 규명 등에 도움이 된 것은 하나도 없지만, 대놓고 방해를 하지는 않았다”고 당시 활동을 평가했다. 이 변호사와 함께 세월호 특조위원으로 함께 활동한 한 위원은 “확실한 보수 쪽 입장이지만 당시 새누리당에서 추천한 법조인들과 견줘 막무가내로 무조건적인 반대를 했던 사람은 아니다”라며 “자유한국당 쪽에 인권변호사 등 관련 인재가 없기 때문에 그나마 합리적인 이 변호사를 추천한 것 같다”고 설명했다. 이 변호사는 최근 김경수 경남도지사에게 징역 2년을 선고한 1심 판결의 정당성을 주장하기도 했다. 지난 2월 김경수 경남도지사의 1심 판결문을 분석하는 한변 주최 토론회에서 이 변호사는 당시 판결이 부당하고 항변한 더불어민주당의 주장에 대해 “사후조작이 불가능한 로그 자료나 텔레그램 등에 의해 밝혀진 객관적인 사실과 이에 부합하는 여러 풍부한 정황 사실 등으로 충분히 입증된 사안”이라며 “선플 활동으로만 치부하기에는 너무 많은 반대자료가 있어 정당한 1심의 유죄 결론을 뒤집기는 어렵다”고 주장했다. 그는 이어 “김 지사가 장기간 무려 8만 건에 가까운 댓글 순위 조작을 범하고, 더구나 선거에서 특정 정당이나 후보자에 유리한 방향으로 여론을 유도하고 공직을 제공하려 했다는 점에서 사회적 파장과 비난 가능성이 매우 크다”며 “1심의 양형은 결코 높다고 할 수 없다”고 밝혔다.  권지담 정유경 기자 gonji@hani.co.kr"
2019/07/31,세계일보,"경제,정치","""로또 분양 꿈틀"" 국토부, 분양가 상한제' 법 개정 작업 착수…발표시기 미정",http://www.segye.com/content/html/2019/07/31/20190731508370.html,"청약 당첨자 '로또' 수준 시세 차익에 대한 환수 장치 / 정치권과 정부 관계자, 막바지 협의 진행 / 분양가 상한제 아파트, 전매제한 기간 5∼7년 이상으로 늘어날 가능성 / 시행기준 완화하는 방안으로 적용대상 확대 예상  마침내 정부가 이르면 다음 주 부동산 시장 안정을 위한 '추가 대책'의 하나로 민간택지 아파트에도 '분양가 상한제'를 적용하기 위한 법 개정 작업에 본격적으로 착수한다. 분양가 상한제의 문제로 지적되는 청약 당첨자의 '로또' 수준 시세 차익에 대한 환수 장치도 함께 마련될 전망이다. 31일 정치권과 정부 관계자들에 따르면 국토교통부는 다음 주 주택법 시행령 개정안 입법 예고를 목표로 현재 기획재정부, 여당 등과 막바지 협의를 진행하고 있다. 남은 협의 과정에서 발표 시점 등이 미세 조정될 가능성은 있지만, '높은 분양가 상승률을 고려할 때 민간택지 분양가 상한제 적용이 필요하다', '더 미루면 시장이 피로를 느껴 기대 효과를 거두기 어렵다'는 공감대가 정부와 여권에서 무르익었다는 게 관계자들의 전언이다. 우선 개정안에는 민간택지 아파트에 분양가 상한제를 적용할 수 있는 조건을 완화하는 내용이 담길 예정이다. 분양가 상한제는 감정평가된 토지비, 정부가 정해놓은 기본형 건축비에 가산 비용(개별 아파트에 따라 추가된 비용)을 더해 분양가를 산정하는 방식이다. 현재 공공택지 아파트는 모두 분양가 상한제 대상이고, 각 지방자치단체의 분양가심사위원회가 일일이 공공택지 아파트의 가산비를 포함한 분양가 적정성을 심사·승인하고 있다. 과거 참여정부 당시에는 민간택지 아파트에도 분양가 상한제가 적용됐으나, 주택공급 위축이나 아파트 품질 저하 등의 부작용 탓에 2014년 분양가 상한제의 민간택지 적용 요건이 강화됐다. 주택법 시행령에 '최근 1년 분양가 상승률이 물가 상승률의 2배를 넘는 경우', '최근 3개월 동안 주택 거래량이 전년동기대비 20% 이상 증가한 경우', '직전 2개월 청약 경쟁률이 5대 1을 넘는 경우' 등과 같은 까다로운 조건이 붙었다. 이 때문에 2014년 이후 지금까지 이 조건을 충족한 지역이 없어 민간택지 아파트에 분양가 상한제가 적용된 사례는 없었다.  하지만 이제 개정안은 민간택지에도 쉽게 분양가 상한제를 적용할 수 있도록, 물가 상승률 대비 분양가 상승률의 배수(倍數)를 1∼1.5배 수준으로 낮추거나 '과열' 지표로서 주택 거래량과 청약 경쟁률 기준을 크게 하향 조정할 것으로 알려졌다. 이런 조건 완화를 통해 민간택지 아파트에 앞으로 분양가 상한제가 적용되면, 시세와 크게 관계없이 토지비, 기본형 건축비 등을 기반으로 분양가가 정해져 그 수준이 현재보다 낮아질 가능성이 크다. 정부는 민간택지 아파트 분양가 상한제 시행에 따른 청약 과열, 과도한 시세 차익 등의 부작용을 줄이기 위한 방안도 입법 예고와 함께 내놓을 것으로 알려졌다. 정부 안팎에서는 전매제한 기간 연장, 채권입찰제 도입 등이 구체적 방안으로 거론되고 있다. 현재 투기과열지구 내 민간택지 분양가 상한제 주택의 전매제한 기간은 분양가가 주변 시세의 70% 미만이면 4년, 70% 이상이면 3년이 적용된다. 이번에도 민간택지 분양가 상한제 아파트에 대한 전매제한 기간이 5∼7년 이상으로 늘어날 가능성이 있다. 그린벨트 공공택지의 경우처럼 일정 기간 거주 의무가 부여될 수도 있다. 업계는 채권입찰제 도입 여부에도 주목하고 있다. 실제로 과거 2007년 상한제를 도입할 때 과도한 시세차익을 막기 위해 정부는 채권입찰제를 병행했다. 다만 채권액이 인근 집값 상승을 견인하는 부작용을 막기 위해 채권매입액 상한액을 시세의 80% 선으로 조정했다.  ""분양가상한제 발표시기 미정…입법예고 시기따라 10월이후로 넘어갈수도"" 국토교통부는 이날 ""정부는 실수요자의 내집 마련 부담을 덜고 주택시장을 안정시키기 위해 민간택지에도 분양가상한제를 도입하는 방안을 검토 중""이라면서도 ""세부 시행방안 및 발표 시기는 아직 정해진 바 없다""고 설명했다. 현재 건설업계에서는 이르면 다음주 민간택지 분양가상한제 시행을 위한 주택법 시행령 개정안을 국토부가 입법예고할 것이란 전망이 나오고 있다.  주택법 시행령 개정안을 입법예고하면 40일간의 입법예고 기간과 법제처 심사, 규제심사, 국무회의 의결을 거쳐 공포된다. 국토부가 입법예고 시기를 늦추면 시행 시기는 10월 이후로 미뤄지게 된다. 분양가상한제는 분양가를 택지비와 건설사의 적정이윤을 포함한 건축비, 가산비로 제한하는 제도다. 이를 민간택지까지 실효성 있게 적용하면 시세나 직전 신규단지 분양가 등을 기준으로 산정하는 현재 방식보다 분양가가 낮아지게 된다. 지금도 민간택지에서 시행할 수 있는 법 근거는 마련돼 있으나 '직전 3개월간 집값상승률이 물가상승률의 2배를 초과된 지역중 1년간 아파트 분양가 상승률이 물가상승률의 2배를 초과한 지역 3개월간 주택매매거래량이 전년 동기 대비 20% 이상 상승한 지역 2개월 간 월평균 청약경쟁률이 모두 5대1을 초과했거나 국민주택규모(전용 85㎡) 주택의 월평균 청약경쟁률이 모두 10대 1을 초과한 지역' 등의 조건을 달아 사실상 사문화된 상태다. 정부는 이 기준을 완화해 적용 대상을 확대할 것으로 보인다. 정부 안팎에선 최근 집값 상승을 이끌었던 서울 강남권 재건축 단지 등을 겨냥하고 투기지역, 투기과열지역 등을 대상으로 할 것이란 관측이 나오고 있다. '로또 분양' 우려에 대한 대책으론 전매기한 연장, 채권입찰제 도입 등이 거론되고 있다. 김경호 기자 stillcut@segye.com[ⓒ 세계일보 & Segye.com, 무단전재 및 재배포 금지]"
2019/07/31,국민일보,"사회,지역,국제","제주 서귀포에서 남고생 실종, 경찰 공개 수사",http://news.kmib.co.kr/article/view.asp?arcid=0013556569&code=61122027&cp=kd,제주 서귀포에서 남자 고등학생이 실종돼 경찰이 공개수사에 나섰다.제주 서귀포경찰서는 지난 29일 실종된 유동현(17)군의 행적을 찾고 있다고 31일 밝혔다.경찰에 따르면 유군은 실종 당일 오후 5시쯤 서귀포시 표선면 성읍리 소재 집에서 나간 이후 행방을 알 수 없는 상태다.유군의 가족은 30일 “유군이 아무 말 없이 휴대전화기를 두고 집을 나간 뒤 들어오지 않고 있다”며 경찰에 실종 신고를 했다.유군은 실종 당일 오후 7시 19분쯤 서귀포시 표선면 성읍리 표선농협 앞을 지나는 모습을 마지막으로 행방이 묘연한 상태다.유군은 자폐증을 앓고 있으며 키 173㎝에 야윈 체격으로 실종 당시 파란색 반소매 티셔츠와 검정색 반바지를 착용한 것으로 알려졌다.경찰은 유군과 인상착의가 비슷한 사람을 목격한 경우 국번 없이 112 또는 서귀포경찰서 여청수사팀으로 신고해 달라고 당부했다.제주=주미령 기자 lalijoo@kmib.co.kr
2019/07/31,국민일보,"IT_과학,경제","삼성전자 ‘무너진 삼각축’, 반도체-스마트폰 동반 부진",http://news.kmib.co.kr/article/view.asp?arcid=0013556567&code=61141111&cp=kd,"삼성전자 7나노 EUV 생산라인이 설치된 화성캠퍼스 전경. 삼성전자 제공삼성전자는 스마트폰이 폭발적으로 성장하던 2013~14년까지 분기마다 스마트폰 부문에서만 6조원 안팎의 영업이익을 올렸다. 이후 스마트폰 시장이 성숙기에 접어들면서 관련 이익이 줄자 반도체가 힘을 내 2017~18년에는 분기 전체 영업이익이 10조원을 훌쩍 넘었다.그러나 ‘반도체-스마트폰-가전’으로 이어지는 삼성전자의 탄탄한 사업 구조가 더 이상 위력을 발휘하지 못하고 있다. 반도체와 스마트폰이 동반 부진에 빠졌기 때문이다. 삼성전자가 자랑하던 사업의 삼각축이 무너지는 게 아니냐는 우려가 나온다.삼성전자는 2분기 매출 56조1300억원, 영업이익 6조6000억원을 기록했다고 31일 공시했다. 지난해 같은 기간과 비교해 매출은 4.03%, 영업이익은 55.63% 급감했다. 영업이익은 전분기보다 5.84% 증가해 실적이 바닥을 찍은 것처럼 보이지만 내용을 들여다보면 그렇지 않다. 1분기 5700억원의 적자를 기록했던 디스플레이 사업이 일회성 수익으로 7500억원의 흑자를 기록한 것을 제외하면 반도체, 스마트폰 등이 모두 1분기보다 안 좋아졌다. 일회성 수익은 애플 아이폰이 판매 부진을 겪으며 삼성디스플레이와의 계약을 제대로 이행하지 않아 발생한 위약금으로 알려졌다. 반도체 영업이익은 3조4000억원, 스마트폰 사업을 하는 IT·모바일(IM)부문 영업이익은 1조5600억원으로 1분기보다 각각 0.7% 가량 감소했다. 반도체 영업이익은 2016년 이후 11분기 만에 4조원 미만으로 떨어졌고, IM부문은 2분기 만에 다시 영업이익이 2조원에도 미치지 못했다.반도체의 경우 주요 고객사의 재고 조정이 어느 정도 끝나면서 수요가 되살아나는 조짐이 있었지만, 가격 하락세가 계속되며 실적이 더 떨어졌다. 2분기 평균판매가격(ASP)은 D램이 20% 초반, 낸드플래시가 10% 중반 가량 떨어졌다. 스마트폰은 갤럭시A 시리즈 판매가 늘어나면서 2분기 8300만대를 판매했다. 하지만 갤럭시S10 판매가 정체되면서 수익성은 나빠졌다.3분기는 반도체 경기 반등, 갤럭시 노트10, 갤럭시 폴드 출시 등 기대 요소가 있지만 일본 소재 수출 규제, 미중 무역분쟁 등 외부 악재로 인해 불확실성이 어느 때보다 클 것으로 보인다.삼성전자는 주요 고객사가 2분기부터 D램과 낸드플래시 구매를 다시 시작한 상황이라 3분기부터 수요가 늘어날 것으로 전망하고 있다. 삼성전자는 “인위적으로 웨이퍼(반도체 생산에 필요한 실리콘 기판) 투입을 줄이지 않을 것”이라며 감산을 전혀 검토하지 않고 있다고 강조했다. 스마트폰에선 갤럭시 노트10을 2종류로 출시하고, 갤럭시 폴드도 판매해 실적을 끌어올린다는 목표다. 삼성전자는 “노트10은 노트9보다 판매 실적이 좋을 것”이라며 “폴드는 일부 시장에 제한된 수량으로 내놓을 예정”이라고 설명했다.문제는 불확실성이다. 일본 소재 수출 규제에 따른 영향이 3분기부터 본격적으로 나타날 것으로 보인다. 삼성전자는 “이번 (일본 정부의) 조치는 소재에 대한 수출 금지는 아니지만 새로운 허가 절차에 따른 부담이 있다”면서 “진행 방향에 대한 불확실성이 있어 (영향을) 가늠하기 어려운 상황”이라고 설명했다. 단 “어떤 경우에도 부정적인 영향을 최소화하기 위해 다양한 대책을 수립하는 등 최선의 노력을 할 것”이라고 강조했다. 삼성전자는 2분기 실적발표 때 하기로 했던 주주환원방안 발표도 내년 초로 연기하기로 했다.김준엽 기자 snoopy@kmib.co.kr"
2019/07/31,중앙일보,"사회,지역","30대 현역 육군 소령, 10대 여학생 성매매·협박 혐의 입건",https://news.joins.com/article/olink/23133032,"현역 육군 소령이 SNS를 통해 알게된 10대 여학생과 수차례 성매매를 하고 협박했다는 신고가 들어와 관계 당국이 조사에 들어갔다.     31일 경기 일산동부경찰서와 육군에 따르면 지난 30일 오후 7시쯤 고양시 일산동구의 모처에서 육군 모 부대 소속 A(35)소령을 아동ㆍ청소년의 성보호에 관한 법률 위반 등 혐의로 검거해 신병을 군 헌병에 넘겼다.     경찰에 따르면 A소령은 이달 초부터 최근까지 수차례에 걸쳐 B(16)양에게 10만~15만원씩 총 60여만원을 건네고 성관계를 한 혐의를 받고 있다.     경찰 조사 결과 A소령은 B양이 만남을 거부하자 B양에게 ‘(지속적인 만남을 거부할 거면) 지금까지 준 돈을 돌려달라’고 하는 등 협박한 혐의도 받고 있다.   경찰 관계자는 “A소령은 B양을 SNS를 통해 알게 됐으며, B양이 털어놓은 얘기를 들은 B양 가족이 경찰에 신고했다”고 전했다.   군 당국은 A소령의 신병을 경찰에서 넘겨받았고 군 헌병대에서 범행경위와 사실관계를 조사한 뒤 구속영장 신청을 검토할 방침이라고 밝혔다.     한영혜 기자 han.younghye@joongang.co.kr"
2019/07/31,동아일보,국제,[퇴근길 한 컷]평화의 소녀상 앞에서 인간띠잇기 퍼포먼스,http://www.donga.com/news/article/all/20190731/96774438/1,"일본군 위안부 문제해결을 위한 부산여성행동은 31일 부산 동구 일본총영사관 앞 평화의 소녀상 앞에서 '제43차 수요시위'를 열고 일본영사관 담장을 둘어싼 채 일본 규탄 구호를 외치며 인간띠잇기 퍼포먼스를 펼치고 있다.부산= 박경모 기자 momo@donga.comCopyright by dongA.com All rights reserved. $( document ).ready( function() {window.bestPopupObj = Popup( $( '#bestnews_layer' ), {vertical: 'center',/* top, bottom, center */horizontal: 'center',/* left, right, center *///effect: 'slide',/* clip slide blind *///direction: 'left', /* up, down, left, right */duration: 300,//scroll: true} ) ;});"
2019/07/31,서울신문,"사회,지역","화성시-화성유일병원, ‘굿닥터 프로젝트’ 협약",http://www.seoul.co.kr/news/newsView.php?id=20190731500093,"서부권 의료사각지대 해소 위해 맞손 경기 화성시가 서부권 주민들의 의료사각지대 해소를 위해 지역 병원과 손을 잡았다.화성시는 31일 시장실에서 서철모 화성시장과 허일 화성유일병원장이 참석한 가운데 ‘굿닥터 프로젝트’ 협약을 체결했다고 밝혔다.협약에 따라 화성시와 화성유일병원은 관내 기초수급자, 차상위계층 등 취약계층에 대한 의료지원에 나선다. 시에서 추천하는 취약계층 300명에게 건강검진 할인 혜택을 제공하고 저소득 주민을 대상으로 관절및 척수 시술, 수술무료 지원사업 등을 펼친다.직접 신청하거나 읍·면·동에서 추천한 주민을 대상으로 병원과 시 복지정책과에서 대상자를 선정, 진료및 수술 등을 진행한다.지난달 19일 개원한 화성유일병원은 지난 2014년 10월 동수원남양 병원이 폐원한후 화성 서부권에서 운영하고 있는 유일한 종합병원이다.이날 협약식에서 서철모 화성시장 “그동안 화성 서부권에 종합병원이 없어 주민들이 큰 불편을 겪었는데 저소득 주민들의 의료사각지대 해소를 위해 나서준 화성유일병원에 감사드린다”며 “시민 누구나 건강하고 행복한 삶을 살아갈 수 있도록 앞으로 긴밀히 협조할 것”이라고 말했다.김병철 기자 kbchul@seoul.co.kr"
2019/07/31,서울신문,정치,문대통령 아들 문준용 측 “김성태 허위사실 유포”,http://www.seoul.co.kr/news/newsView.php?id=20190731500094,법률대리인 통해 반박 입장취업 의혹 형사고소 안 당해“애초 공소시효 성립 안 돼”문재인 대통령의 아들 준용(37)씨 측이 김성태 자유한국당 의원이 자신과 관련된 허위사실을 유포했다며 반박했다.준용씨의 법률대리인인 신헌준 법무법인 ‘공도’ 변호사는 31일 보도자료를 통해 “김 의원이 전날 준용씨의 공소시효 의혹을 제기했으나 준용씨는 취업 문제로 형사고소를 당한 적이 없다”고 밝혔다.KT에 딸의 취업을 청탁한 의혹을 받는 김 의원은 전날 기자회견을 열어 “문준용의 공소시효는 존중되어야 하고 김성태 딸의 공소시효는 이렇게 검찰이 문제삼아도 되는 건가”라며 형평성 문제를 제기했다.이에 대해 신 변호사는 “김 의원의 주장은 마치 ‘준용씨가 범죄를 저질렀음에도 공소시효 때문에 처벌받지 않는 것”이라는 취지로 받아들여질 수 있다“고 지적했다.준용씨가 취업 관련 의혹으로 형사고소된 적이 없기에 애초에 공소시효가 성립될 수 없다는 게 신 변호사의 주장이다.그는 ”김 의원처럼 준용씨 취업 의혹을 제기한 사람들은 자신의 주장을 증명할 수 없어 형사고소를 한 적이 없다“며 ”형사적으로 문제된 적이 없기에 공소시효는 언급될 이유조차 없다“고 밝혔다.신 변호사는 ”김 의원은 이런 과정을 잘 아는 사람으로서 명백한 허위사실을 유포했다“고 비판했다.준용씨는 지난 2006년 한국고용정보원 일반직 5급에 응시해 합격한 뒤 2010년 퇴사했다. 당시 여당인 자유한국당 등은 야당의 유력 대선후보 아들인 준용씨 채용 과정에 특혜가 있었다는 의혹을 제기했지만 사실로 확인된 것은 없다.김 의원의 딸은 지난 2011년 계약직으로 KT에 입사해 일하다 2012년 KT 신입사원 공개채용에서 최종 합격해 정규직이 됐다.검찰은 이 과정에서 김 의원이 KT 사장에게 딸의 이력서를 직접 건네는 등 채용을 청탁한 것으로 보고 그를 불구속 기소했다.오달란 기자 dallan@seoul.co.kr
