북한	NNP	11.465166666666667
청와대	NNP	7.2603333333333335
트럼프	NNP	7.141333333333334
한국당	NNP	4.8945
문재인	NNP	4.818666666666667
민주당	NNP	3.8688333333333333
자유한국당	NNP	3.8241666666666667
김정은	NNP	2.986666666666667
세계일보	NNP	2.4396666666666667
북미	NNP	2.425333333333333
더불어민주당	NNP	2.3076666666666665
바른미래당	NNP	2.099833333333333
도널드 트럼프	NNP	1.938
한미	NNP	1.5366666666666666
남북	NNP	1.4716666666666667
삼성전자	NNP	1.4495
교육부	NNP	1.4491666666666667
법무부	NNP	1.416
서울시	NNP	1.3975
황교안	NNP	1.3736666666666666
정부	NNP	1.3056666666666668
환경부	NNP	1.2675
박근혜	NNP	1.2466666666666666
외교부	NNP	1.2355
승리	NNP	1.2225
백악관	NNP	1.1195
대법원	NNP	1.0536666666666668
정의당	NNP	0.9975
현대차	NNP	0.992
버닝썬	NNP	0.963
대한항공	NNP	0.9426666666666667
EU	NNP	0.9308333333333333
나경원	NNP	0.9263333333333333
UNK	NNP	0.9175
정준영	NNP	0.8556666666666667
화웨	NNP	0.8531666666666666
국방부	NNP	0.838
민주평화당	NNP	0.707
시진핑	NNP	0.6875
민주노총	NNP	0.6703333333333333
국민연금	NNP	0.6363333333333333
기획재정부	NNP	0.6131666666666666
통일부	NNP	0.6053333333333333
국토부	NNP	0.6016666666666667
KT	NNP	0.5803333333333334
유엔	NNP	0.5781666666666667
국토교통부	NNP	0.5761666666666667
연합뉴스	NNP	0.573
김학의	NNP	0.5708333333333333
노무현	NNP	0.5651666666666667
아베	NNP	0.5536666666666666
폼페이오	NNP	0.5516666666666666
아시아나항공	NNP	0.5306666666666666
미중	NNP	0.52
한유총	NNP	0.52
기재부	NNP	0.509
OECD	NNP	0.494
일본 정부	NNP	0.489
경기도	NNP	0.48583333333333334
통계청	NNP	0.48533333333333334
한국 정부	NNP	0.4713333333333333
이해찬	NNP	0.465
이명박	NNP	0.46366666666666667
삼성	NNP	0.45166666666666666
현대중공업	NNP	0.451
서울대	NNP	0.44483333333333336
유럽연합	NNP	0.43983333333333335
보건복지부	NNP	0.43483333333333335
국회	NNP	0.4295
한진칼	NNP	0.426
국정원	NNP	0.419
애플	NNP	0.4145
마이크 폼페이오	NNP	0.41183333333333333
기아차	NNP	0.41083333333333333
미군	NNP	0.4073333333333333
김경수	NNP	0.4033333333333333
김진태	NNP	0.402
한진그룹	NNP	0.4013333333333333
볼턴	NNP	0.3963333333333333
조국	NNP	0.38766666666666666
김대중	NNP	0.38133333333333336
양승태	NNP	0.38016666666666665
한국은행	NNP	0.37566666666666665
포스코	NNP	0.37333333333333335
금감원	NNP	0.37
손혜원	NNP	0.368
유럽	NNP	0.36783333333333335
김영철	NNP	0.367
공화당	NNP	0.36433333333333334
한일	NNP	0.36183333333333334
비건	NNP	0.3616666666666667
공정위	NNP	0.35833333333333334
CNN	NNP	0.35433333333333333
고유정	NNP	0.35333333333333333
KBS	NNP	0.351
노동당	NNP	0.34933333333333333
고용노동부	NNP	0.3471666666666667
대만	NNP	0.3448333333333333
서울중앙지검	NNP	0.33716666666666667
LG전자	NNP	0.333
이낙연	NNP	0.332
NYT	NNP	0.3298333333333333
중국 정부	NNP	0.3293333333333333
기상청	NNP	0.32816666666666666
경찰청	NNP	0.32466666666666666
손학규	NNP	0.3233333333333333
남북관계	NNP	0.31983333333333336
홍영표	NNP	0.31783333333333336
식약처	NNP	0.3165
국세청	NNP	0.31316666666666665
MBC	NNP	0.30816666666666664
최종훈	NNP	0.30683333333333335
박유천	NNP	0.306
네이버	NNP	0.303
금융위	NNP	0.303
서울중앙지법	NNP	0.30133333333333334
전두환	NNP	0.29933333333333334
주한미군	NNP	0.298
푸틴	NNP	0.2951666666666667
전교조	NNP	0.295
SK하이닉스	NNP	0.293
홍준표	NNP	0.2926666666666667
이마트	NNP	0.2915
메이	NNP	0.2896666666666667
홍남기	NNP	0.2838333333333333
현대자동차	NNP	0.2835
김의겸	NNP	0.2826666666666667
조양호	NNP	0.2813333333333333
SK텔레콤	NNP	0.28
아마존	NNP	0.2786666666666667
행정안전부	NNP	0.27516666666666667
북측	NNP	0.2745
아베 신조	NNP	0.2738333333333333
산업통상자원부	NNP	0.27366666666666667
IMF	NNP	0.27216666666666667
장자연	NNP	0.2718333333333333
스티븐 비건	NNP	0.2705
바른정당	NNP	0.2703333333333333
문희상	NNP	0.26966666666666667
최선희	NNP	0.2695
중앙일보	NNP	0.26816666666666666
WSJ	NNP	0.2645
오신환	NNP	0.2625
박지원	NNP	0.25966666666666666
황하나	NNP	0.25916666666666666
박영선	NNP	0.25683333333333336
IS	NNP	0.25133333333333335
금융위원회	NNP	0.25016666666666665
박원순	NNP	0.24833333333333332
한	NNP	0.248
헌법재판소	NNP	0.24733333333333332
경제협력개발기구	NNP	0.243
이인영	NNP	0.242
마두로	NNP	0.24183333333333334
유시민	NNP	0.2415
김관영	NNP	0.24133333333333334
인천시	NNP	0.24066666666666667
사우디	NNP	0.24033333333333334
복지부	NNP	0.23883333333333334
금융감독원	NNP	0.23583333333333334
일제	NNP	0.233
국립과학수사연구원	NNP	0.23133333333333334
강경화	NNP	0.23066666666666666
국무부	NNP	0.22916666666666666
삼성바이오	NNP	0.22833333333333333
고려대	NNP	0.22783333333333333
대우조선해양	NNP	0.227
유승민	NNP	0.22683333333333333
김순례	NNP	0.22666666666666666
카카오	NNP	0.22533333333333333
존 볼턴	NNP	0.22433333333333333
민노총	NNP	0.22333333333333333
빅뱅	NNP	0.22316666666666668
개성공단	NNP	0.22283333333333333
외무성	NNP	0.22133333333333333
서울시교육청	NNP	0.22133333333333333
윤중천	NNP	0.21866666666666668
SK이노베이션	NNP	0.2185
ILO	NNP	0.2175
현대차그룹	NNP	0.217
인권위	NNP	0.217
WP	NNP	0.2165
고용부	NNP	0.21566666666666667
이승현	NNP	0.21516666666666667
김연철	NNP	0.21516666666666667
호주	NNP	0.21433333333333332
LG화학	NNP	0.214
중소벤처기업부	NNP	0.214
習近平	NNP	0.2135
오세훈	NNP	0.20966666666666667
김정일	NNP	0.2085
남양유업	NNP	0.2085
WTO	NNP	0.20733333333333334
이재용	NNP	0.2055
구글	NNP	0.2055
김일성	NNP	0.20483333333333334
롯데	NNP	0.20433333333333334
윤지오	NNP	0.203
연세대	NNP	0.201
하태경	NNP	0.19933333333333333
AP통신	NNP	0.19883333333333333
우리	NNP	0.19466666666666665
리얼미터	NNP	0.1925
교육청	NNP	0.19216666666666668
한전	NNP	0.19183333333333333
워싱턴포스트	NNP	0.19166666666666668
미 국무부	NNP	0.19166666666666668
최순실	NNP	0.1915
유리홀딩스	NNP	0.19116666666666668
북한군	NNP	0.19083333333333333
뉴욕타임스	NNP	0.18766666666666668
LG유플러스	NNP	0.18766666666666668
SK그룹	NNP	0.18733333333333332
산업부	NNP	0.187
미국 정부	NNP	0.187
한영혜	NNP	0.18683333333333332
신재민	NNP	0.18666666666666668
조선	NNP	0.18566666666666667
정의용	NNP	0.18516666666666667
감사원	NNP	0.18366666666666667
공수처	NNP	0.18366666666666667
대검찰청	NNP	0.18333333333333332
노무현재단	NNP	0.183
심석희	NNP	0.18183333333333335
상산고	NNP	0.18166666666666667
우리은행	NNP	0.18083333333333335
김원봉	NNP	0.18033333333333335
법원행정처	NNP	0.18016666666666667
김태우	NNP	0.17866666666666667
평화당	NNP	0.17866666666666667
이희호	NNP	0.17833333333333334
Fed	NNP	0.17816666666666667
뉴시스	NNP	0.17683333333333334
문화체육관광부	NNP	0.17666666666666667
소련	NNP	0.17633333333333334
김정남	NNP	0.17616666666666667
안철수	NNP	0.17416666666666666
르노삼성차	NNP	0.17233333333333334
조선중앙통신	NNP	0.17133333333333334
과학기술정보통신부	NNP	0.17033333333333334
문무일	NNP	0.16933333333333334
연준	NNP	0.16916666666666666
한국노총	NNP	0.16916666666666666
사법연수원	NNP	0.16816666666666666
로이터통신	NNP	0.16816666666666666
SK	NNP	0.16766666666666666
현대모비스	NNP	0.1675
김혁철	NNP	0.16733333333333333
국가정보원	NNP	0.16716666666666666
노영민	NNP	0.167
블라디미르 푸틴	NNP	0.16583333333333333
KCGI	NNP	0.16533333333333333
국민의당	NNP	0.16483333333333333
산업은행	NNP	0.1645
LG	NNP	0.16416666666666666
FBI	NNP	0.16366666666666665
박정희	NNP	0.1635
SBS	NNP	0.16283333333333333
이재명	NNP	0.1625
판문점	NNP	0.16233333333333333
새누리당	NNP	0.16216666666666665
식품의약품안전처	NNP	0.16216666666666665
이종명	NNP	0.16166666666666665
쌍용차	NNP	0.16066666666666668
SCMP	NNP	0.15883333333333333
박광수	NNP	0.15666666666666668
JTBC	NNP	0.15566666666666668
과거사위	NNP	0.15516666666666667
권혜림	NNP	0.155
KDI	NNP	0.15416666666666667
뮬러	NNP	0.15416666666666667
고민정	NNP	0.15383333333333332
김정숙	NNP	0.15283333333333332
이언주	NNP	0.15283333333333332
WHO	NNP	0.15266666666666667
부시	NNP	0.15266666666666667
임종헌	NNP	0.15233333333333332
북러	NNP	0.15233333333333332
검찰에	NNP	0.15216666666666667
유은혜	NNP	0.15183333333333332
케어	NNP	0.15016666666666667
우리나라	NNP	0.15016666666666667
국민일보	NNP	0.14983333333333335
대한애국당	NNP	0.14833333333333334
김용균	NNP	0.148
로이킴	NNP	0.148
보잉	NNP	0.14766666666666667
박모	NNP	0.1475
대우조선	NNP	0.14733333333333334
임종석	NNP	0.146
롯데백화점	NNP	0.14583333333333334
BMW	NNP	0.14583333333333334
케이티	NNP	0.14566666666666667
위안부	NNP	0.1455
이미선	NNP	0.14466666666666667
윤석열	NNP	0.1445
이민정	NNP	0.14416666666666667
국제통화기금	NNP	0.14416666666666667
미북	NNP	0.14383333333333334
Weconomy	NNP	0.1435
김여정	NNP	0.14333333333333334
경사노위	NNP	0.14266666666666666
코스닥	NNP	0.1425
바이든	NNP	0.14216666666666666
부산시	NNP	0.1415
월스트리트저널	NNP	0.14116666666666666
삼성물산	NNP	0.14033333333333334
정경두	NNP	0.1395
112	NNP	0.13933333333333334
블룸버그	NNP	0.13916666666666666
YG엔터테인먼트	NNP	0.13883333333333334
롯데그룹	NNP	0.13866666666666666
권은희	NNP	0.1385
신한은행	NNP	0.13833333333333334
김현미	NNP	0.13716666666666666
CIA	NNP	0.13666666666666666
서울고법	NNP	0.136
민경욱	NNP	0.13483333333333333
LH	NNP	0.13433333333333333
유엔 안전보장이사회	NNP	0.13433333333333333
국과수	NNP	0.13383333333333333
이승만	NNP	0.13333333333333333
공정거래위원회	NNP	0.13316666666666666
김성태	NNP	0.133
한중	NNP	0.13283333333333333
여성가족부	NNP	0.13233333333333333
코오롱생명과학	NNP	0.13116666666666665
최고인민회의	NNP	0.13066666666666665
르노삼성	NNP	0.13
김병준	NNP	0.1295
현대	NNP	0.12933333333333333
KB국민은행	NNP	0.12916666666666668
농협	NNP	0.12916666666666668
문재인정부	NNP	0.12916666666666668
안보리	NNP	0.129
119	NNP	0.12833333333333333
행안부	NNP	0.128
남한	NNP	0.12766666666666668
安倍晋三	NNP	0.12683333333333333
박상기	NNP	0.1265
정은혜	NNP	0.12616666666666668
경제사회노동위원회	NNP	0.12583333333333332
유엔 안보리	NNP	0.12566666666666668
곽상도	NNP	0.12466666666666666
해양수산부	NNP	0.12433333333333334
BBC	NNP	0.12366666666666666
조원태	NNP	0.12333333333333334
기아자동차	NNP	0.12266666666666666
안인득	NNP	0.12233333333333334
홈플러스	NNP	0.12216666666666667
한나라당	NNP	0.12216666666666667
hani	NNP	0.122
페이스북	NNP	0.122
우리공화당	NNP	0.122
마크롱	NNP	0.12166666666666667
이지영	NNP	0.12166666666666667
대구시	NNP	0.12133333333333333
인텔	NNP	0.12116666666666667
보수당	NNP	0.121
김은빈	NNP	0.11916666666666667
한국GM	NNP	0.1185
강효상	NNP	0.11783333333333333
블룸버그통신	NNP	0.11766666666666667
김지혜	NNP	0.11683333333333333
서울지방경찰청 광역수사대	NNP	0.11616666666666667
UAE	NNP	0.11566666666666667
금융당국	NNP	0.11516666666666667
김영삼	NNP	0.11483333333333333
채혜선	NNP	0.11433333333333333
이정미	NNP	0.11433333333333333
한진	NNP	0.11416666666666667
최정호	NNP	0.114
롯데마트	NNP	0.11383333333333333
econohani	NNP	0.11366666666666667
드루킹	NNP	0.1135
소방당국	NNP	0.113
김부겸	NNP	0.11266666666666666
민주	NNP	0.11233333333333333
보훈처	NNP	0.112
오바마	NNP	0.1115
북한 노동당	NNP	0.111
한국군	NNP	0.11033333333333334
IOC	NNP	0.10983333333333334
김명수	NNP	0.10966666666666666
리용호	NNP	0.10966666666666666
한국거래소	NNP	0.10933333333333334
WFP	NNP	0.10883333333333334
홍익표	NNP	0.10783333333333334
헌재	NNP	0.10766666666666666
섀너핸	NNP	0.10733333333333334
남북한	NNP	0.107
국민은행	NNP	0.10683333333333334
현대제철	NNP	0.10616666666666667
조선일보	NNP	0.10616666666666667
북중	NNP	0.106
YG	NNP	0.10566666666666667
NHK	NNP	0.10516666666666667
자민당	NNP	0.105
안희정	NNP	0.10466666666666667
국제노동기구	NNP	0.1045
공산당	NNP	0.1045
국가인권위원회	NNP	0.10433333333333333
나토	NNP	0.10416666666666667
우버	NNP	0.10416666666666667
방탄소년단	NNP	0.10366666666666667
성균관대	NNP	0.10366666666666667
