date,press,category,headline,url,text,topics,labels,cnt
2019/07/31,국민일보,"사회,정치",이어지는 ‘특수통’ 전진배치 기조…서울지검 1·2·3차장 모두 특수통,http://news.kmib.co.kr/article/view.asp?arcid=0013556538&code=61121311&cp=kd,"검찰 ‘특수통’의 전진배치 기조가 고검검사급 인사에서도 유지됐다. 법무부는 31일 송경호 서울중앙지검 특수2부장을 서울중앙지검 3차장에, 신봉수 특수1부장을 2차장에 각각 발령 내는 등 고검검사급 중간간부 인사를 다음달 6일자로 단행했다.서울중앙지검 1차장도 ‘특수통’인 신자용 법무부 검찰과장이 맡았다. 4차장은 한석리 강릉지청장이 맡게 됐다. 1차장은 고소·고발 사건, 4차장은 강력·성범죄 사건 등 수사를 지휘하는 자리다.송경호 3차장은 지난해부터 전담해온 삼성바이오로직스 분식회계 의혹 수사를 포함해 공직자·기업비리 등 특별수사를 총괄한다. 이명박 전 대통령과 양승태 전 대법원장을 구속한 신봉수 2차장은 이들 재판 공소유지와 함께 대공·선거·노동사건을 지휘한다. 국정농단 특검팀 파견과 서울중앙지검 특수1부장으로 윤석열 검찰총장과 손발을 맞춰온 신자용 1차장까지 서울중앙지검 지휘부가 특수통으로 꾸려지게 됐다.고형곤 남원지청장이 서울중앙지검 특수2부장을 맡아 삼성바이오 분식회계 사건을 계속 수사한다. 특수 1·3·4부장으로는 구상엽 서울중앙지검 공정거래조사부장, 허정 광주지검 특수부장, 이복현 원주지청 형사2부장이 각각 자리를 옮겼다.‘공정경쟁’을 강조한 윤석열 검찰총장 체제에서 주목받는 공정거래조사부장은 구승모 법무부 국제형사과장이 맡는다. 대공·테러 담당인 공안1부장에 정진용 서울중앙지검 총무부장이, 선거·정치 사건을 맡는 공안2부장에 김태은 서울동부지검 사이버수사부장이 보임됐다. 노동 담당인 공공형사수사부장은 김성주 서울남부지검 공안부장이 맡는다.신응석 서울중앙지검 형사3부장이 서울남부지검 2차장으로 옮겨 국회 패스트트랙 고소·고발 사건 등을 지휘한다. 대검 대변인은 권순정 서울중앙지검 형사2부장이, 법무부 대변인은 서울시 파견에서 복귀하는 박재억 전 서울중앙지검 강력부장이 맡는다.검찰 인사·예산을 관리하는 법무부 검찰과장에 진재선 형사기획과장이, 전국 부장검사 중 최선임에 해당하는 서울중앙지검 형사1부장으로 성상헌 대검 인권감독과장이 발탁됐다.문동성 기자 theMoon@kmib.co.kr","검찰, 서울중앙지검, 장, 차장, 특수, 부장, 사건, 법무부, 과장, 수사",94,5
2019/07/31,한겨레,사회,서울중앙지검 1~3차장에 ‘윤석열 사단' 전진배치,http://www.hani.co.kr/arti/society/society_general/904075.html,"법무부가 31일 검찰 중간 간부들인 고검검사급(차장~부장) 검사 620명과 일반 검사 27명 등 모두 647명 인사를 발표했다. 윤 총장과 호흡을 맞춰 ‘적폐 수사’를 진행해온 서울중앙지검 특수부장 등 이른바 ‘윤석열 사단’이 대거 발탁돼 눈에 띈다.전국 최대 검찰청으로 주요 비리 수사의 중심인 서울중앙지검 1~4차장에는 신자용(사법연수원 28기) 법무부 검찰과장, 신봉수(29기) 서울중앙지검 특수1부장, 송경호(29기) 서울중앙지검 특수2부장, 한석리(28기) 강릉지청장이 임명됐다.형사사건을 총괄하는 1차장 자리를 꿰찬 신자용 과장은 2016년 말에는 박근혜-최순실 국정농단 특검팀에서, 2017~18년에는 서울중앙지검 특수1부장으로 윤 총장과 일했다. 공안사건과 공판을 담당하는 2차장을 맡은 신봉수 부장은 최근 2년 서울중앙지검 첨단범죄수사1부장과 특수1부장으로 있으면서 윤 총장과 호흡을 맞췄고 이명박 전 대통령과 양승태 전 대법원장을 수사해 구속기소했다. 전임 박찬호 차장에 이어 이번에도 특수통이 공안 핵심 요직을 차지한 셈인데, 이와 관련해 검찰 관계자는 “적폐사건을 수사한 검사에게 이후 공소유지 책임까지 맡긴 것으로 보인다”며 “윤석열 총장과의 긴밀한 소통도 고려된 것 같다”고 말했다. 인지사건 수사를 지휘하는 3차장을 맡은 송경호 부장은 삼성바이오로직스 회계사기 의혹 사건을 맡아 수사 중이다. 역시나 윤 총장과 더불어 국정농단 특검팀에서 일했던 양석조 서울중앙지검 특수3부장(29기)이 대검 반부패강력부 선임연구관(옛 대검 수사기획관)에 발탁돼 전국 인지사건 수사를 조율한다.서울중앙지검 특수1~4부장에는 구상엽 서울중앙지검 공정거래조사부장(30기), 고형곤 남원지청장(31기), 허정 광주지검 특수부장(31기), 이복현 원주지청 형사2부장(32기)이 임명됐다. 공정거래조사부장은 구승모 법무부 국제형사과장이 맡는다.목포 부동산 투기 의혹과 관련해 손혜원 의원을 기소한 김영일(31기) 서울남부지검 형사6부장은 대검찰청 수사정보1담당관으로, ‘환경부 블랙리스트 사건’을 수사한 주진우(31기) 서울동부지검 형사6부장은 안동지청장으로 발령났다. 검경 수사권 조정에서 검찰 입장을 대변한 김웅 대검 형사정책단장(29기)은 법무연수원 교수로 발령났다.여성 검사들 발탁도 눈에 띈다. 김향연(32기) 안산지청 부부장 검사가 법무부 법무과장에 임명됐다. 대검 마약과장에 원지애(32기) 제주지검 형사3부장, 서울중앙지검 형사6부장에 이영림(30기) 대검 인권기획과장, 서울중앙지검 형사9부장에 박성민(31기) 속초지청장이 임명됐다. 서울중앙지검의 여성 부장검사는 역대 최다인 5명이 됐다. 최우리 기자 ecowoori@hani.co.kr","기, 장, 수사, 서울중앙지검, 부장, 사건, 검사, 특수, 과장, 총장",94,5
2019/07/31,한겨레,사회,서울중앙지검 1~3차장에 ‘윤석열 사단' 전진배치,http://www.hani.co.kr/arti/society/society_general/904075.html,"법무부가 31일 검찰 중간 간부들인 고검검사급(차장~부장) 검사 620명과 일반 검사 27명 등 모두 647명 인사를 발표했다. 윤 총장과 호흡을 맞춰 ‘적폐 수사’를 진행해온 서울중앙지검 특수부장 등 이른바 ‘윤석열 사단’이 대거 발탁돼 눈에 띈다.전국 최대 검찰청으로 주요 비리 수사의 중심인 서울중앙지검 1~4차장에는 신자용(사법연수원 28기) 법무부 검찰과장, 신봉수(29기) 서울중앙지검 특수1부장, 송경호(29기) 서울중앙지검 특수2부장, 한석리(28기) 강릉지청장이 임명됐다.형사사건을 총괄하는 1차장 자리를 꿰찬 신자용 과장은 2016년 말에는 박근혜-최순실 국정농단 특검팀에서, 2017~18년에는 서울중앙지검 특수1부장으로 윤 총장과 일했다. 공안사건과 공판을 담당하는 2차장을 맡은 신봉수 부장은 최근 2년 서울중앙지검 첨단범죄수사1부장과 특수1부장으로 있으면서 윤 총장과 호흡을 맞췄고 이명박 전 대통령과 양승태 전 대법원장을 수사해 구속기소했다. 전임 박찬호 차장에 이어 이번에도 특수통이 공안 핵심 요직을 차지한 셈인데, 이와 관련해 검찰 관계자는 “적폐사건을 수사한 검사에게 이후 공소유지 책임까지 맡긴 것으로 보인다”며 “윤석열 총장과의 긴밀한 소통도 고려된 것 같다”고 말했다. 인지사건 수사를 지휘하는 3차장을 맡은 송경호 부장은 삼성바이오로직스 회계사기 의혹 사건을 맡아 수사 중이다. 역시나 윤 총장과 더불어 국정농단 특검팀에서 일했던 양석조 서울중앙지검 특수3부장(29기)이 대검 반부패강력부 선임연구관(옛 대검 수사기획관)에 발탁돼 전국 인지사건 수사를 조율한다.서울중앙지검 특수1~4부장에는 구상엽 서울중앙지검 공정거래조사부장(30기), 고형곤 남원지청장(31기), 허정 광주지검 특수부장(31기), 이복현 원주지청 형사2부장(32기)이 임명됐다. 공정거래조사부장은 구승모 법무부 국제형사과장이 맡는다.목포 부동산 투기 의혹과 관련해 손혜원 의원을 기소한 김영일(31기) 서울남부지검 형사6부장은 대검찰청 수사정보1담당관으로, ‘환경부 블랙리스트 사건’을 수사한 주진우(31기) 서울동부지검 형사6부장은 안동지청장으로 발령났다. 검경 수사권 조정에서 검찰 입장을 대변한 김웅 대검 형사정책단장(29기)은 법무연수원 교수로 발령났다.여성 검사들 발탁도 눈에 띈다. 김향연(32기) 안산지청 부부장 검사가 법무부 법무과장에 임명됐다. 대검 마약과장에 원지애(32기) 제주지검 형사3부장, 서울중앙지검 형사6부장에 이영림(30기) 대검 인권기획과장, 서울중앙지검 형사9부장에 박성민(31기) 속초지청장이 임명됐다. 서울중앙지검의 여성 부장검사는 역대 최다인 5명이 됐다. 최우리 기자 ecowoori@hani.co.kr","기, 장, 수사, 서울중앙지검, 부장, 사건, 검사, 특수, 과장, 총장",94,5
2019/07/31,서울신문,"사회,정치",윤석열과 손발 맞춰본 검사들 줄줄이 요직 발탁,http://www.seoul.co.kr/news/newsView.php?id=20190731500118,"서울중앙지검 1차장 신자용, 2차장 신봉수, 3차장 송경호 발탁법무부 “적폐 수사 업무 연속성과 안정적 마무리 위한 인사”박근혜 정부의 국정 및 사법농단 수사에서 윤석열 검찰총장과 손발을 맞춰본 검사들이 31일 단행된 검찰 중간 간부 인사에서 요직을 꿰찼다.우선 서울중앙지검 1·2·3차장에 각각 신자용 법무부 검찰과장, 신봉수 서울중앙지검 특수1부장, 송경호 서울중앙지검 특수2부장이 발탁됐다.이들 모두 윤 총장이 서울중앙지검장을 지낸 지난 2년간 특수부 부장검사 등을 맡아 ‘적폐수사’ 실무를 처리한 인물들이다.송 3차장검사는 대검 반부패·강력부장으로 임명된 한동훈 전 3차장 아래에서 삼성바이오로직스 분식회계 사건을 전담해왔다는 점에 비춰 그의 보임은 수사의 연속성을 중시한 인사로 풀이된다.삼성바이오로직스 분식회계 의혹 등 굵직한 현안에서 ‘윤석열-한동훈-송경호’로 이어지는 핵심 지휘 라인이 유지될 것이기 때문에 인사로 인한 수사 공백도 최소화할 것이란 전망이 나온다.신봉수 2차장 역시 ‘윤석열-한동훈’ 라인 지휘 아래 사법농단 수사를 주도한 인물이다. 2008년 ‘BBK 특검’ 파견검사였으며 2010년에는 ‘스폰서 검사’ 진상조사단에 몸담았다. 이어 2013년에는 이재현 CJ그룹 회장의 해외 비자금 조성 의혹을, 지난해에는 이명박 전 대통령의 다스(DAS) 실소유주 의혹 등 굵직한 사건을 맡아 왔다.법무부는 “적폐사건 수사와 공판을 이끌어온 서울중앙지검 부장검사를 2·3차장검사로 보임했다”며 “국정농단 및 사법농단, 이명박·박근혜 전 대통령 사건 등 주요 현안에 대한 업무 연속성과 안정적 마무리를 위한 인사”라고 설명했다.각종 고소·고발 사건을 지휘하는 신자용 1차장도 국정농단 특검팀 파견과 서울중앙지검 특수1부장 등을 거치며 윤 총장의 두터운 신임을 받는 검사다.1~3차장뿐 아니라 주요 서울중앙지검 주요 부장 및 법무부·대검찰청 요직에도 ‘윤석열 사단’으로 불리는 검사들이 속속 배치됐다.국정농단 사건과 국정원 댓글 사건 수사 등에 참여하면서 윤 총장과 함께 일한 경험이 있는 이복현 원주지청 형사2부장이 서울중앙지검 특수4부장에 보임됐다.역시 국정원 댓글수사팀 경력이 있는 진재선 법무부 형사기획과장은 법무부 검찰과장으로, 김성훈 서울중앙지검 공안2부장은 대검찰청 공안1과장으로 자리를 옮겼다.오달란 기자 dallan@seoul.co.kr","검사, 서울중앙지검, 차장, 수사, 사건, 법무부, 부장, 인사, 농, 단",94,5
2019/07/31,세계일보,"정치,사회",서울중앙지검 1·2·3차장에 신자용·신봉수·송경호…특수통 전진배치,http://www.segye.com/content/html/2019/07/31/20190731509884.html,"1차장도 특수통 신자용…4차장 한석리·검찰과장 진재선중앙지검에 여성 부장검사 5명 '역대 최다'…인지부서 첫 여성 부장 법무부는 31일 송경호 서울중앙지검 특수2부장을 같은 검찰청 3차장에, 신봉수 특수1부장을 2차장에 각각 발령내는 등 고검검사급 중간 간부 인사를 다음 달 6일자로 단행했다.서울중앙지검 1차장은 신자용 법무부 검찰과장, 4차장은 한석리 강릉지청장이 맡게 됐다. 1차장은 고소·고발 사건, 4차장은 강력·성범죄 사건 등 수사를 지휘하는 자리다.송경호 3차장은 지난해부터 전담해온 삼성바이오로직스 분식회계 의혹 수사를 포함해 공직자·기업비리 등 특별수사를 총괄한다. 이명박 전 대통령과 양승태 전 대법원장을 구속한 신봉수 2차장은 이들 재판 공소 유지와 함께 대공·선거·노동사건을 지휘한다. 국정농단 특검팀 파견과 서울중앙지검 특수1부장으로 윤석열 검찰총장과 손발을 맞춰온 신자용 1차장까지 서울중앙지검 지휘부가 특수통으로 꾸려지게 됐다.고형곤 남원지청장이 서울중앙지검 특수2부장을 맡아 삼성바이오 분식회계 사건을 계속 수사한다. 특수 1·3·4부장으로는 구상엽 서울중앙지검 공정거래조사부장, 허정 광주지검 특수부장, 이복현 원주지청 형사2부장이 각각 자리를 옮겼다.'공정경쟁'을 강조한 윤석열 검찰총장 체제에서 주목받는 공정거래조사부장은 구승모 법무부 국제형사과장이 맡는다. 대공·테러 담당인 공안1부장에 정진용 서울중앙지검 총무부장이, 선거·정치 사건을 맡는 공안2부장에 김태은 서울동부지검 사이버수사부장이 보임됐다. 노동 담당인 공공형사수사부장은 김성주 서울남부지검 공안부장이 맡는다. 전국 특별수사를 조율하는 대검찰청 반부패강력부 선임연구관에는 양석조 서울중앙지검 특수3부장이, 내년 총선을 앞두고 선거 관련 상황을 관리할 대검 공안기획관에는 국가정보원 파견을 마친 임현 전 서울중앙지검 공안1부장이 각각 보임됐다. 수사정보정책관은 김유철 서울중앙지검 형사7부장, 과학수사기획관은 박철웅 광주지검 형사1부장이 각각 선임됐다.  신응석 서울중앙지검 형사3부장이 서울남부지검 2차장으로 옮겨 국회 패스트트랙 고소·고발 사건 등을 지휘한다. 대검 대변인은 권순정 서울중앙지검 형사2부장이, 법무부 대변인은 서울시 파견에서 복귀하는 박재억 전 서울중앙지검 강력부장이 맡는다.검찰 인사·예산을 관리하는 법무부 검찰과장에 진재선 형사기획과장이, 전국 부장검사 중 최선임에 해당하는 서울중앙지검 형사1부장으로 성상헌 대검 인권감독과장이 발탁됐다.서울중앙지검에는 이영림 형사6부장, 박성민 형사9부장, 김남순 공판2부장, 김윤희 과학기술범죄수사부장, 유현정 여성아동범죄조사부장 등 역대 가장 많은 다섯 명의 여성 부장이 근무하게 됐다. 과학기술범죄수사부 등 인지부서 부장을 여성 검사가 맡은 건 처음이다. 법무부 선임 과장인 법무과장과 대검 마약과장에 여성인 김향연 안산지청 부부장과 원지애 제주지검 형사3부장이 각각 처음 과장으로 부임한다.법무부는 지난해 12월 제정한 검사인사 규정에 따라 일선 검찰청 부장 근무 경력이 있는 검사만 서울중앙지검 부장으로 보임했다. 초임 부장인 사법연수원 33기는 검사 재직 기간의 3분의 1 이상 형사·공판·조사부에 근무한 경우만 부장검사 직책을 맡겼다. 경향 교류를 위해 초임 부장검사 대부분은 지방청에 배치했다.현재 전국 지방검찰청 12곳에 근무 중인 인권감독관이 울산·창원지검에도 배치됐다. 전국 지방검철청 16곳에서 복잡한 재산 범죄를 수사하는 중요경제범죄조사단도 인원을 확충했다.법무부는 ""연수원 33기를 대상으로 처음 실시한 '부장검사 보임 전 동료평가' 결과 부정적 평가가 누적된 검사 등은 관리자 보직을 부여하지 않았다""며 ""법무부·대검·서울중앙지검 주요 보직에는 출신 지역 및 학교의 다양성 등을 감안해 조화와 균형이 이뤄지도록 노력했다""고 밝혔다.[ⓒ 세계일보 & Segye.com, 무단전재 및 재배포 금지]","부장, 서울중앙지검, 장, 차장, 수사, 검사, 과장, 법무부, 특수, 사건",94,5
2019/07/31,서울신문,"국제,정치,경제",일본 “백색 국가서 한국 제외 절차 진행”,http://www.seoul.co.kr/news/newsView.php?id=20190731500152,"일본 정부가 전략물자 수출 간소화 대상에서 한국을 제외하기 위한 절차를 진행할 것이라는 입장을 31일 재차 밝혔다.일본 정부 대변인인 스가 요시히데(菅義偉) 관방장관은 이날 오후 정례브리핑에서 이와 관련, “이번 수출무역관리령 개정은 안보를 위해 수출관리 제도의 적절한 운영에 필요한 재검토로, 그 방침에 변화는 없으며 절차를 진행해 갈 것”이라고 말했다.스가 장관은 ‘화이트 리스트’(수출우대국가)에서 한국을 제외하면 한국의 반발이 예상된다며 일본 정부가 한국과의 관계를 개선하려는 의식이 있는 것이냐는 또 다른 기자의 질문에 이는 ‘수출관리의 재검토’ 차원이라는 기존 설명을 되풀이했다.그는 “한일관계는 지금까지 한국 측으로부터 부정적 움직임이 이어져 매우 어려운 상황이 계속되고 있다”고 주장한 뒤 “우리나라(일본)로선 여러 문제에 대해 일관된 입장에 근거해 한국 측에 적절한 대응을 강하게 요구해 갈 것이라는 생각에 변함이 없다”고 강조했다.스가 장관은 “이러한 일관된 입장 하에 내달 1일 예정된 한일 외교장관 회담의 장을 포함해 지금까지와 마찬가지로 양국 간 현안에 대해 제대로 논의를 거듭하는 것은 중요하다”고 말했다. 세코 히로시게(世耕弘成) 경제산업상도 법령 개정에 대해 이날 “절차를 진행해 갈 것”이라고 말해 한국을 제외한다는 방침에 변경이 없다는 생각을 재차 강조했다고 교도통신이 전했다.김유민 기자 planet@seoul.co.kr","한국, 일본, 정부, 수출, 제외, 절차, 진행, 입장, 장관",93,5
2019/07/31,서울신문,"국제,정치,경제",일본 “백색 국가서 한국 제외 절차 진행”,http://www.seoul.co.kr/news/newsView.php?id=20190731500152,"일본 정부가 전략물자 수출 간소화 대상에서 한국을 제외하기 위한 절차를 진행할 것이라는 입장을 31일 재차 밝혔다.일본 정부 대변인인 스가 요시히데(菅義偉) 관방장관은 이날 오후 정례브리핑에서 이와 관련, “이번 수출무역관리령 개정은 안보를 위해 수출관리 제도의 적절한 운영에 필요한 재검토로, 그 방침에 변화는 없으며 절차를 진행해 갈 것”이라고 말했다.스가 장관은 ‘화이트 리스트’(수출우대국가)에서 한국을 제외하면 한국의 반발이 예상된다며 일본 정부가 한국과의 관계를 개선하려는 의식이 있는 것이냐는 또 다른 기자의 질문에 이는 ‘수출관리의 재검토’ 차원이라는 기존 설명을 되풀이했다.그는 “한일관계는 지금까지 한국 측으로부터 부정적 움직임이 이어져 매우 어려운 상황이 계속되고 있다”고 주장한 뒤 “우리나라(일본)로선 여러 문제에 대해 일관된 입장에 근거해 한국 측에 적절한 대응을 강하게 요구해 갈 것이라는 생각에 변함이 없다”고 강조했다.스가 장관은 “이러한 일관된 입장 하에 내달 1일 예정된 한일 외교장관 회담의 장을 포함해 지금까지와 마찬가지로 양국 간 현안에 대해 제대로 논의를 거듭하는 것은 중요하다”고 말했다. 세코 히로시게(世耕弘成) 경제산업상도 법령 개정에 대해 이날 “절차를 진행해 갈 것”이라고 말해 한국을 제외한다는 방침에 변경이 없다는 생각을 재차 강조했다고 교도통신이 전했다.김유민 기자 planet@seoul.co.kr","한국, 일본, 정부, 수출, 제외, 절차, 진행, 입장, 장관",93,5
2019/07/31,국민일보,"정치,국제,경제",美 중재 소용없나…日 “백색 국가서 韓 제외 절차 진행할 것”,http://news.kmib.co.kr/article/view.asp?arcid=0013557980&code=61131211&cp=kd,"스가 요시히데 관방장관일본 정부가 전략물자 수출 간소화 대상에서 한국을 제외하기 위한 절차를 진행할 것이라는 입장을 31일 재차 밝혔다.일본 정부 대변인인 스가 요시히데(菅義偉) 관방장관은 이날 오후 정례브리핑에서 “이번 수출무역관리령 개정은 안보를 위해 수출관리 제도의 적절한 운영에 필요한 재검토로, 그 방침에 변화는 없으며 절차를 진행해 갈 것”이라고 말했다.스가 장관은 내달 2일께 각의(국무회의)에서 법령 개정을 결정한다는 방침과 관련, 일본 정부의 절차 진행 방침에 변화가 없느냐는 기자의 질문에 이같이 답했다.스가 장관은 ‘화이트 리스트(수출우대국가)’에서 한국을 제외하면 한국의 반발이 예상된다며 일본 정부가 한국과의 관계를 개선하려는 의식이 있는 것이냐는 또 다른 기자의 질문에 이는 ‘수출관리의 재검토’ 차원이라는 기존 설명을 되풀이했다.그는 “한일관계는 지금까지 한국 측으로부터 부정적 움직임이 이어져 매우 어려운 상황이 계속되고 있다”고 주장한 뒤 “우리나라(일본)로선 여러 문제에 대해 일관된 입장에 근거해 한국 측에 적절한 대응을 강하게 요구해 갈 것이라는 생각에 변함이 없다”고 강조했다.스가 장관은 “이러한 일관된 입장 하에 내달 1일 예정된 한일 외교장관 회담의 장을 포함해 지금까지와 마찬가지로 양국 간 현안에 대해 제대로 논의를 거듭하는 것은 중요하다”고 말했다.세코 히로시게(世耕弘成) 경제산업상도 법령 개정에 대해 이날 “절차를 진행해 갈 것”이라고 말해 한국을 제외한다는 방침에 변경이 없다는 생각을 재차 강조했다고 교도통신이 전했다.교도는 또 다른 기사에서 “태국에서 열리는 아세안(ASEAN·동남아시아국가연합) 관련 회의에 맞춰 한미일 외교장관 회담이 내달 2일 열릴 예정이지만, (일본은) 미국으로부터 중개안이 제시돼도 받아들이지 않는다는 생각”이라고 전했다.다만, 한일 간 대립을 우려하는 미국의 진의를 신중하게 살피며 판단할 것으로 보인다고 교도는 덧붙였다.문동성 기자 theMoon@kmib.co.kr","한국, 장관, 일본, 정부, 절차, 진행, 방침, 제외, 입장, 개정",93,5
2019/07/31,중앙일보,"정치,국제,경제",스가 “백색 국가서 한국 제외 절차 진행할 것”,https://news.joins.com/article/olink/23133215,"일본 정부가 전략물자 수출 간소화 대상에서 한국을 제외하기 위한 절차를 진행할 것이라는 입장을 31일 재확인했다.   일본 정부 대변인인 스가 요시히데(菅義偉) 관방장관은 이날 오후 정례브리핑에서 “이번 수출무역관리령 개정은 안보를 위해 수출관리 제도의 적절한 운영에 필요한 재검토로, 그 방침에 변화는 없으며 절차를 진행해 갈 것”이라고 말했다.   스가 장관은 다음달 2일쯤 각의(국무회의)에서 법령 개정을 결정한다는 방침과 관련, 일본 정부의 절차 진행 방침에 변화가 없느냐는 기자의 질문에 이같이 답했다.   스가 장관은 ‘화이트 리스트’(수출우대국가)에서 한국을 제외하면 한국의 반발이 예상된다며 일본 정부가 한국과의 관계를 개선하려는 의식이 있는 것이냐는 또 다른 기자의 질문에 이는 ‘수출관리의 재검토’ 차원이라는 기존 설명을 되풀이했다.   그는 “한일관계는 지금까지 한국 측으로부터 부정적 움직임이 이어져 매우 어려운 상황이 계속되고 있다”며 “우리나라(일본)로선 여러 문제에 대해 일관된 입장에 근거해 한국 측에 적절한 대응을 강하게 요구해 갈 것이라는 생각에 변함이 없다”고 강조했다.   스가 장관은 “이러한 일관된 입장 하에 다음달 1일 예정된 한일 외교장관 회담의 장을 포함해 지금까지와 마찬가지로 양국 간 현안에 대해 제대로 논의를 거듭하는 것은 중요하다”고 말했다.   배재성 기자 hongdoya@joongang.co.kr","한국, 수출, 절차, 진행, 입장, 방침, 기자, 일본, 정부, 장관",93,5
2019/07/31,국민일보,"정치,국제,경제",美 중재 소용없나…日 “백색 국가서 韓 제외 절차 진행할 것”,http://news.kmib.co.kr/article/view.asp?arcid=0013557980&code=61131211&cp=kd,"스가 요시히데 관방장관일본 정부가 전략물자 수출 간소화 대상에서 한국을 제외하기 위한 절차를 진행할 것이라는 입장을 31일 재차 밝혔다.일본 정부 대변인인 스가 요시히데(菅義偉) 관방장관은 이날 오후 정례브리핑에서 “이번 수출무역관리령 개정은 안보를 위해 수출관리 제도의 적절한 운영에 필요한 재검토로, 그 방침에 변화는 없으며 절차를 진행해 갈 것”이라고 말했다.스가 장관은 내달 2일께 각의(국무회의)에서 법령 개정을 결정한다는 방침과 관련, 일본 정부의 절차 진행 방침에 변화가 없느냐는 기자의 질문에 이같이 답했다.스가 장관은 ‘화이트 리스트(수출우대국가)’에서 한국을 제외하면 한국의 반발이 예상된다며 일본 정부가 한국과의 관계를 개선하려는 의식이 있는 것이냐는 또 다른 기자의 질문에 이는 ‘수출관리의 재검토’ 차원이라는 기존 설명을 되풀이했다.그는 “한일관계는 지금까지 한국 측으로부터 부정적 움직임이 이어져 매우 어려운 상황이 계속되고 있다”고 주장한 뒤 “우리나라(일본)로선 여러 문제에 대해 일관된 입장에 근거해 한국 측에 적절한 대응을 강하게 요구해 갈 것이라는 생각에 변함이 없다”고 강조했다.스가 장관은 “이러한 일관된 입장 하에 내달 1일 예정된 한일 외교장관 회담의 장을 포함해 지금까지와 마찬가지로 양국 간 현안에 대해 제대로 논의를 거듭하는 것은 중요하다”고 말했다.세코 히로시게(世耕弘成) 경제산업상도 법령 개정에 대해 이날 “절차를 진행해 갈 것”이라고 말해 한국을 제외한다는 방침에 변경이 없다는 생각을 재차 강조했다고 교도통신이 전했다.교도는 또 다른 기사에서 “태국에서 열리는 아세안(ASEAN·동남아시아국가연합) 관련 회의에 맞춰 한미일 외교장관 회담이 내달 2일 열릴 예정이지만, (일본은) 미국으로부터 중개안이 제시돼도 받아들이지 않는다는 생각”이라고 전했다.다만, 한일 간 대립을 우려하는 미국의 진의를 신중하게 살피며 판단할 것으로 보인다고 교도는 덧붙였다.문동성 기자 theMoon@kmib.co.kr","한국, 장관, 일본, 정부, 절차, 진행, 방침, 제외, 입장, 개정",93,5
